;y
08.08.2018 3:35;0.00005999999999994900000000000
08.08.2018 3:40;-0.00002000000000002000000000000
08.08.2018 3:45;-0.00000999999999995449000000000
08.08.2018 3:50;0.00009000000000003450000000000
08.08.2018 3:55;-0.00029000000000001200000000000
08.08.2018 4:00;0.00003000000000008550000000000
08.08.2018 4:05;0.00010999999999994300000000000
08.08.2018 4:10;-0.00002000000000002000000000000
08.08.2018 4:15;0.00000000000000000000000000000
08.08.2018 4:20;-0.00005999999999994900000000000
08.08.2018 4:25;-0.00007000000000001450000000000
08.08.2018 4:30;0.00014999999999998300000000000
08.08.2018 4:35;0.00034000000000000700000000000
08.08.2018 4:40;0.00002999999999997450000000000
08.08.2018 4:45;0.00009999999999998900000000000
08.08.2018 4:50;-0.00022999999999995200000000000
08.08.2018 4:55;-0.00002999999999997450000000000
08.08.2018 5:00;-0.00027999999999994700000000000
08.08.2018 5:05;0.00000000000000000000000000000
08.08.2018 5:10;-0.00019000000000002300000000000
08.08.2018 5:15;-0.00009000000000003450000000000
08.08.2018 5:20;-0.00024999999999997200000000000
08.08.2018 5:25;0.00006999999999990350000000000
08.08.2018 5:30;0.00007000000000001450000000000
08.08.2018 5:35;0.00012000000000000900000000000
08.08.2018 5:40;0.00009000000000003450000000000
08.08.2018 5:45;-0.00014999999999998300000000000
08.08.2018 5:50;0.00004999999999999450000000000
08.08.2018 5:55;-0.00006000000000006000000000000
08.08.2018 6:00;0.00015999999999993800000000000
08.08.2018 6:05;0.00016000000000004900000000000
08.08.2018 6:10;-0.00007999999999996900000000000
08.08.2018 6:15;0.00011999999999989800000000000
08.08.2018 6:20;-0.00006999999999990350000000000
08.08.2018 6:25;0.00000000000000000000000000000
08.08.2018 6:30;0.00001999999999990900000000000
08.08.2018 6:35;0.00000000000000000000000000000
08.08.2018 6:40;0.00023000000000006300000000000
08.08.2018 6:45;-0.00012999999999996300000000000
08.08.2018 6:50;-0.00011000000000005400000000000
08.08.2018 6:55;0.00004999999999999450000000000
08.08.2018 7:00;0.00004999999999999450000000000
08.08.2018 7:05;0.00003000000000008550000000000
08.08.2018 7:10;0.00000000000000000000000000000
08.08.2018 7:15;-0.00006000000000006000000000000
08.08.2018 7:20;-0.00011999999999989800000000000
08.08.2018 7:25;0.00010999999999994300000000000
08.08.2018 7:30;-0.00000999999999995449000000000
08.08.2018 7:35;0.00001999999999990900000000000
08.08.2018 7:40;0.00012000000000000900000000000
08.08.2018 7:45;-0.00007999999999996900000000000
08.08.2018 7:50;-0.00012000000000000900000000000
08.08.2018 7:55;0.00008999999999992350000000000
08.08.2018 8:00;-0.00008999999999992350000000000
08.08.2018 8:05;-0.00001000000000006550000000000
08.08.2018 8:10;0.00019000000000002300000000000
08.08.2018 8:15;-0.00005999999999994900000000000
08.08.2018 8:20;0.00004999999999999450000000000
08.08.2018 8:25;-0.00010000000000010000000000000
08.08.2018 8:30;-0.00009999999999998900000000000
08.08.2018 8:35;-0.00002999999999997450000000000
08.08.2018 8:40;0.00004000000000004000000000000
08.08.2018 8:45;0.00008999999999992350000000000
08.08.2018 8:50;-0.00012999999999996300000000000
08.08.2018 8:55;-0.00002999999999997450000000000
08.08.2018 9:00;0.00004999999999999450000000000
08.08.2018 9:05;0.00021999999999999800000000000
08.08.2018 9:10;0.00010999999999994300000000000
08.08.2018 9:15;-0.00035000000000007200000000000
08.08.2018 9:20;0.00019000000000002300000000000
08.08.2018 9:25;0.00012000000000000900000000000
08.08.2018 9:30;0.00004000000000004000000000000
08.08.2018 9:35;0.00004999999999999450000000000
08.08.2018 9:40;0.00024999999999997200000000000
08.08.2018 9:45;0.00008000000000008000000000000
08.08.2018 9:50;-0.00021000000000004300000000000
08.08.2018 9:55;0.00007999999999996900000000000
08.08.2018 10:00;-0.00001000000000006550000000000
08.08.2018 10:05;-0.00008000000000008000000000000
08.08.2018 10:10;0.00002000000000002000000000000
08.08.2018 10:15;0.00019999999999997800000000000
08.08.2018 10:20;-0.00002000000000002000000000000
08.08.2018 10:25;0.00005999999999994900000000000
08.08.2018 10:30;-0.00010999999999994300000000000
08.08.2018 10:35;0.00017000000000000300000000000
08.08.2018 10:40;0.00017999999999995800000000000
08.08.2018 10:45;-0.00014000000000002900000000000
08.08.2018 10:50;-0.00036999999999998100000000000
08.08.2018 10:55;-0.00009999999999998900000000000
08.08.2018 11:00;-0.00012999999999996300000000000
